A.I.R.MISC - ACCIDENT INFORMATION REPORT
C.C. - CRIMINAL CASES
Cr - Crime
Crl.Misc. - CRIMINAL MISCELLANEOUS CASES
ECA - EMPLOYEES COMPENSATION APPLICATION
EX - Execution Petition Under Order
H.R.C. - HOUSE RENT CONTROL CASES
MISC - CIVIL MISCELLANEOUS
M.V.C. - ACCIDENT CLAIM CASES U/R MOTOR VEHICLES ACT
P.C.R. - PRIVATE COMPLAINT REGISTER
REV - REVISION PETITION
S.C. - SMALL CAUSE SUIT
Cr - Crime Case
CRL.A - CRIMINAL APPEAL
CRL.M.A. - CRIMINAL MISC.APPEAL
Crl.Misc. - CRIMINAL MISC.CASES
CRL.R.P. - CRIMINAL REVISION PETITIONS
P.C.R. - PRIVATE COMPLAINTS</select>
AA - Arbitration Application
A.C. - Arbitration Cases
A.P. - Arbitration Petition
Appeal.. - Appeal...
Appl.10(1)(c) - Application u/s 10(1)(c)
Appl.10(4)(A) - Application u/s 10(4)(A)
Appl.33(2)b - Application u/s 33(2)b
APPL.33(C)(2)
APPLN - Application for Wakf Board
Appln.u/s 33 A of I.D. Act - Application under section  33
Appl.u/s 11 - Application u/s 11
A.S. - .Arbitration Suits
C.Crl.Mis - Closure Criminal Misc.Cases
C.O.A. - Company Applications
Com.A.A. - Commerical Dispute Arbitration Application
Com.A.P. - Comercial Arbitration Petition
Com.A.S. - Commerical Dispute Arbitration Suits
Com.EX. - Commerical Dispute Execution Petition Under Order
Com.Misc. - Commerical Dispute Miscellaneous Cases
Com.O.S. - Commerical Dispute Original Suit
C.O.P. - Company Petitions
E.A.T. - Education Appellate Tribunal C.
ELEC.C - ELECTION PETITIONS.
Ex.A. - Execution Appeals
Ex.C - Execution Cases.
FDP - Petitioner For Final Decree pr
"G and WC - Appointment Of Guardian, Other.."
H.R.C.A. - House Rent Control Appeals
I.C. - Insolvency Cases
IDact of S10 - Under Sec 10 of ID Act (Ref.Ca
IDact of S10(1)(d) - Industrial Disputes u/s 10(1)(
IDact of S33(2)(b) - Approval Application u/s 33(2)
IDact of S33A - Under Sec 33(A) of ID Act (Com
IDact of S33(A) - Serial Applications Under Sec.
IDact of (SA) - Complaints under Sec.A of the
"IID.1947,Sec.32 (A)."
Ind Emp of SO Act - Appeal under Industrial Employ
J.C. - JUVENILE CASES
KID 10 of 4(A) - KARNATAKA INDUSTRIAL DISPUTE ACT
L.A.C. - Land Acquisition Cases
LAC(APPL) - LAND ACQUISITION APPEAL
"M.A. - Miscellanuous, Appeals"
MA(EAT) - Appeal Under Education Act
M.C. - MATRIMONIAL CASES
Misc - .Miscellaneous Cases
Misc.Appln. - Miscelleneous Application..
O.L. - OTHER LAW CASES.
O.S. - Original Suit
P and  SC - Probate and Succession Cases
P.C.R. - PRIVATE COMPLAINTS
P.MIS. - Petition Filed Indegent Person
R.A. - Regular Appeals
R.C.(A) - Reg. Case Anticorruption
R.C.(E) - cbi
REV - Revision Petitions
Review Petition
