REV (RENT) - Revision Petition Under Rent C
SC - SESSION CASES
SPL.C - SPECIAL CASES
A.S. - Arbitration Suits
E.A.T. - Education Appellate Tribunal C
ECA - Employees Compensation Applica
ELEC.C - ELECTION PETITIONS
Ex.C - Execution Cases
G and W.C. - Guardian and Wards Cases
LAC(APPL) - L.A.C.APPEAL
M.A. - Miscellanuous Appeals
Misc - Miscellaneous Cases
M.V.C. - Accident Claim Cases u/r M.V.
P And SC - Probate and Succession Cases
AC - Arbitration  Case
"G And WC - Appointment Of Guardian, Other"
P.C.R. - Private Complaint
SC - Sessions Case
Appeal
Caveat
C.C. OL - CC OTHER LAW
"G &amp;amp;amp; WC - Appointment Of Guardian, Other"
IDact-S10 - Under Sec 10 of ID Act (Ref.Ca
IDact-S10(1)(C) - Industrial Disputes ACT
IDact-S10(1)(d) - Industrial Disputes u/s 10(1)(
IDact-S.33 - Serial Applications Under Sec.
IDact-S33(2)(b) - Approval Application u/s 33(2)
IDact-S33(A) - Under Sec 33(A) of ID Act (Com
IDact-S.A - Complaints under Sec.A of the
Ind Emp-SO Act - Appeal under Industrial Employ
KID 10-4(A)
L.P.C. - LONG PENDING CASES
Misc.Appln. - Miscelleneous Application
O.L. - OTHER LAW CASES
P &amp;amp;amp; SC - Probate and Succession Cases
P &amp;amp;amp; SCert - Petition For Succession Certif
R.C.(E)
R.E.V. (RENT) - Revision Petition Under Rent C
SPL.C(A.C.Act) - SPECIAL CASES Anti Corruption
Spl.Case.(IPC &amp;amp;amp; - Special Case(IPC and PCR)
SPL.Case(KPTCL) - Special Case(KPTCL)
Spl.CC - Special CC
SPL.C(CBI) - CBI CASES
SPL.C(Corruptio - SPECIAL CASES (CORRUPTION)
SPL.C(E.C.Act) - Special Essential Commodities
SPL.C(Elect.) - SPECIAL ELECT. CASES
SPL.C(N.D.P.S. - SPECIAL CASES (N.D.P.S. ACT)
SPL.C(SC/ST Act - SPECIAL CASES (SC/ST) PA.ACT
SPL.C(SVC) - SVC CASES
E.P. - Execution Petition Under Order
"G  and WC - Appointment Of Guardian, Other"
P.Misc. - Petition Filed Indegent Person
RA - Review Applicant
APPL - APPLICATION
CA - COMPLAINT APPLICATION
ID - INDUSTRIAL DISPUTE
MA - MISC APPLICATION
MDA - MEDICAL APPALATE TRIBUNAL
PA - PERMISSION APPLICATION
REF - REFERENCE
SLA - SERIAL APPLICATION
MA - MISC. APPLICATION
MDA - MEDICAL APPELATE TRIBUNAL
ID - INDUSTRIAL TRIBUNAL
COMP - complaint
ESI
ESI APP - ESI APPEAL
ID - Reference
MISC. Appl. - Misc. Application for recall
P.W.A. - Payment of Wages Act
SLA - Serial l Applicaton
S.O.A. - Standing Order Appeal
T.U.A. - Trade Union Appeal
A.I.D - Reference
AID.Misc.Appl - Award Challenge
ESI - Employees State Insurance Corp
ESI. Misc.Appl - ESI. Mis.Appl for recall
S.L.A - Serial Application
Com.A.P. - Commercial Dispute Arbitration Petition
Com.FDP - Commercial Dispute FDP
Com.I.C. - Commercial Dispute Insolvency Case
Com.M.A - Commercial Dispute Miscellanuous Appeals
AC - Arbitration Case(156)
AP.EFA - Arbitration Petition(Enforcement of Foreign Arbitral Award)(170)
AP.IM - Arbitration Petition-Interim Measure(168)
CA - Company Application Matter(101)
CCC - Civil Contempt Petition(143)
CC(CIA) - Criminal Complaint (Commissions of Inquiry Act)(169)
CEA - Central Excise Appeal(104)
CMP - CIVIL MISC PETITION(105)
COA - U/s 10(f) of the Companies Act(155)
COMAP - Commercial Appeals(171)
COMAP.CR - Commercial Appeals Cross Objection(176)
COM.APLN - Commercial Application(173)
COMPA - Company Appeal(103)
COM.S - Commercial Suit(177)
COP - Company Petition(102)
CP - Civil Petition(106)
CP.KLRA - CP On Karnataka Land Reforms Act(159)
CRA - CROSS APPEALS(160)
CRC - Civil Referred Case(107)
CRL.A - Criminal Appeal(110)
CRL.CCC - Criminal Contempt Petition(111)
CRL.P - Criminal Petition(112)
CRL.RC - Criminal Referred Case(113)
CRL.RP - Criminal Revision Petition(114)
CROB - Cross Objection(161)
CRP - Civil Revision Petition(108)
CSTA - Customs Appeal(115)
EP - Election Petition(116)
EX.FA - EXECUTION FIRST APPEAL(117)
EX.SA - EXECUTION SECOND APPEAL(118)
GTA - Gift Tax Appeal(148)
HRRP - House Rent Rev. Petition(119)
ITA - Income Tax Appeal(120)
ITA.CROB - I.T Appeal CROSS Objection(162)
ITRC - Income-tax referred case(121)
LRRP - Land Reforms Revision Petition(122)
LTRP - LUXURY TAX REVISION PETN.(123)
MFA - Miscl. First Appeal(124)
MFA.CROB - MFA Cross Obj(125)
MISC.CRL - Miscellaneous Case for Crml(164)
MISC.CVL - Miscellaneous Case for Civil(165)
MISC.P - Misc Petition(166)
MISC.W - Miscellaneous Case for Writ(167)
MSA - Miscl Second Appeal(126)
MSA.CROB - MSA Cross Obj(127)
OLR - Official Liquidator Report(128)
OS - Original Suit(154)
OSA - Original Side Appeal(129)
OSA.CROB - OSA Cross Objection(130)
PROB.CP - Probate Civil Petition(131)
RA - Regular Appeal(153)
RERA.A - RERA APPEALS(172)
RFA - Regular First Appeal(132)
RFA.CROB - RFA Cross Obj(133)
RP - Review Petition(134)
RPFC - Rev.Pet Family Court(135)
RSA - Regular Second Appeal(136)
RSA.CROB - RSA Cross Obj(137)
SCLAP - SUPREME COURT LEAVE APPLICATION(152)
STA - Sales Tax Appeal(138)
STRP - Sale Tax Revision Petition(139)
TAET - Tax Appeal on Entry Tax(151)
TOS - Testamentory Original Suit(141)
TRC - Tax referred cases(142)
WA - Writ Appeal(145)
WA.CROB - WA Cross Objection(147)
WP - Writ Petition(144)
WPCP - Civil Pet in Writ Side(150)
WPHC - Habeas Corpus(146)
WTA - Wealth Tax Appeal(149)
COMAP.CROB - Commercial Appeals Cross Objection(176)
MFA - Miscellaneous First Appeal(124)
MISC.P - Miscellaneous Petition(166)
MSA - Miscellaneous Second Appeal(126)
CAV_RSA - CAVEAT IN RSA(157)
CAV_WP - Caveat Writ Petition(158)
